word1,  word2, mean, ano1, ano2, ano3, ano4, ano5
特に, ひたすら, 4.6, 3, 0, 8, 7, 5
勿論, 当たり前に, 7.8, 6, 10, 8, 8, 7
ずっと, 随分, 6.8, 5, 9, 9, 7, 4
本当に, 実際に, 7.2, 8, 8, 10, 2, 8
ぜんぜん, さほど, 7.4, 6, 9, 8, 7, 7
本当に, 絶対, 8.2, 9, 10, 8, 7, 7
だいたい, 総じて, 8.4, 9, 10, 8, 8, 7
全部, 一般に, 5.4, 0, 9, 8, 6, 4
時おり, まあまあ, 4.6, 0, 8, 6, 3, 6
やっと, やっとこさ, 9.0, 10, 10, 9, 9, 7
しっかりと, 一段と, 6.2, 2, 8, 9, 6, 6
昨今は, もはや, 5.0, 7, 4, 5, 4, 5
十分に, 思う存分に, 7.6, 9, 6, 8, 9, 6
ほとんど, 全般的に, 7.8, 9, 9, 8, 7, 6
なんせ, なにしろ, 8.6, 10, 9, 9, 8, 7
いっぱい, 窮屈そうに, 6.6, 9, 7, 8, 7, 2
ぐんと, 非常に, 5.2, 2, 6, 9, 5, 4
たくさん, ぎゅうぎゅうと, 8.0, 10, 7, 9, 8, 6
十分に, 大胆に, 3.2, 6, 0, 4, 1, 5
すでに, 今では, 7.8, 9, 9, 8, 7, 6
充分に, 思いっきり, 7.6, 9, 7, 9, 8, 5
どうしても, いかにも, 5.0, 6, 6, 8, 1, 4
ほとんど, 主として, 6.8, 8, 9, 9, 2, 6
きっぱり, 確実に, 5.4, 8, 0, 8, 6, 5
かすかに, いささか, 3.8, 0, 5, 7, 4, 3
たくさん, ずらりと, 7.0, 9, 5, 8, 6, 7
いささか, 若干, 5.6, 3, 6, 7, 8, 4
しっかり, 絶対に, 6.8, 6, 7, 8, 7, 6
そのまま, 丸々, 9.0, 10, 9, 9, 9, 8
多くが, 全般的に, 7.8, 10, 8, 8, 8, 5
びっしり, たくさん, 8.8, 10, 9, 9, 9, 7
全て, 概ね, 7.8, 8, 9, 8, 8, 6
全部, 全体的に, 8.6, 8, 10, 9, 8, 8
いかにも, まさに, 7.2, 9, 8, 9, 4, 6
だいぶ, ぐんと, 7.0, 7, 8, 8, 6, 6
かすかに, 多少, 4.4, 2, 4, 7, 3, 6
そんなに, そんなにも, 7.6, 10, 9, 8, 3, 8
思いっきりに, 充分に, 8.4, 9, 9, 9, 8, 7
よく, しきりに, 8.4, 10, 9, 9, 7, 7
昨今や, 今や, 5.2, 8, 0, 6, 9, 3
だいたい, 専ら, 6.8, 9, 9, 8, 8, 0
かなり, 非常に, 8.2, 10, 7, 9, 8, 7
いささか, いくばくか, 6.8, 4, 8, 8, 8, 6
今では, よもや, 1.8, 0, 0, 3, 0, 6
それほど, 大して, 8.0, 9, 9, 7, 8, 7
頻繁に, 結構, 7.8, 8, 9, 7, 8, 7
よろしく, 何とぞ, 5.0, 8, 0, 8, 4, 5
全体的に, 総合的に, 8.4, 9, 9, 8, 9, 7
しっかり, 断固, 7.6, 9, 8, 8, 7, 6
時折, 頻繁に, 3.0, 7, 0, 4, 2, 2
ぎゅうぎゅうと, びっしり, 9.0, 10, 10, 8, 10, 7
とっくに, 今では, 4.8, 8, 7, 4, 0, 5
ぎっしり, 大量に, 8.4, 10, 7, 9, 9, 7
よろしく, 何とか, 4.4, 7, 0, 8, 2, 5
わずかに, 少々, 8.6, 10, 9, 8, 9, 7
全部, 全て, 9.6, 10, 10, 10, 10, 8
ずっと, いっそう, 4.8, 7, 2, 8, 2, 5
多々, いっせいに, 4.6, 6, 0, 8, 3, 6
ずらりと, ぎっしりと, 8.2, 10, 9, 9, 6, 7
そのままを, 丸ごと, 9.2, 10, 10, 9, 9, 8
さながら, あたかも, 7.6, 9, 5, 8, 9, 7
実際に, 現に, 8.6, 9, 9, 9, 8, 8
度々, かなり, 5.2, 7, 0, 9, 8, 2
順次, 逐次, 8.6, 10, 10, 8, 8, 7
十分に, タップリと, 9.2, 10, 10, 9, 10, 7
たくさん, 思い切り, 7.6, 8, 7, 8, 9, 6
少し, なかなか, 3.2, 1, 5, 4, 2, 4
一気に, ずっと, 4.0, 6, 0, 6, 3, 5
ぐっと, 一層, 7.6, 9, 9, 7, 7, 6
辛うじて, 辛くも, 8.8, 10, 10, 8, 8, 8
全部, ありのままに, 7.6, 9, 6, 9, 7, 7
かなり, 急に, 5.2, 8, 6, 4, 2, 6
絶対, 完全に, 7.2, 9, 9, 8, 3, 7
絶対に, 断じて, 8.4, 10, 9, 9, 8, 6
常に, 専ら, 6.6, 8, 9, 8, 8, 0
たいして, さほど, 8.4, 9, 9, 9, 9, 6
とても, 非常に, 8.4, 9, 10, 10, 7, 6
全体的に, 総じて, 9.0, 10, 10, 9, 9, 7
かなり, 少しばかり, 1.0, 0, 0, 1, 0, 4
本当に, すでに, 2.8, 6, 1, 2, 0, 5
ほとんど, 一般的に, 6.4, 5, 9, 8, 6, 4
少しばかり, いささか, 7.4, 8, 8, 8, 8, 5
たまに, 時々, 8.6, 10, 9, 9, 8, 7
よく, しばしば, 8.2, 10, 7, 9, 9, 6
とにかく, 何しろ, 8.0, 9, 9, 9, 7, 6
今も, すでに, 6.8, 8, 7, 9, 6, 4
一般に, 概して, 8.2, 10, 9, 8, 8, 6
まさしく, まさに, 9.0, 10, 10, 9, 8, 8
今では, 現在は, 9.2, 10, 9, 9, 10, 8
主に, ひたすら, 5.6, 4, 7, 8, 4, 5
いっせいに, 盛大に, 5.8, 7, 6, 3, 6, 7
しょっちゅう, 結構, 7.0, 7, 7, 8, 6, 7
今, 実際に, 3.2, 6, 0, 2, 2, 6
まさしく, 明らかに, 7.2, 7, 7, 8, 8, 6
きっぱり, 断然, 7.2, 2, 10, 9, 8, 7
絶対に, 断然, 7.8, 8, 9, 8, 8, 6
時々, しきりに, 5.2, 9, 0, 9, 4, 4
それほど, そんなに, 8.8, 10, 9, 9, 9, 7
断固, 断然, 8.4, 9, 9, 9, 8, 7
現在, 実際, 4.6, 8, 1, 4, 4, 6
総じて, 全体として, 9.0, 10, 10, 9, 9, 7
しょせんは, 結果的に, 5.8, 6, 4, 6, 7, 6
頻繁に, しきりに, 8.2, 9, 9, 8, 8, 7
いかにも, まったく, 4.8, 8, 0, 7, 5, 4
常に, しきりに, 6.2, 1, 9, 8, 7, 6
ぎっしりと, びっしりと, 9.0, 10, 9, 9, 10, 7
概ね, おしなべて, 8.6, 10, 9, 9, 9, 6
ほぼ, 常に, 5.6, 6, 7, 8, 1, 6
いまや, よもや, 3.6, 4, 0, 7, 0, 7
今では, 昨今は, 4.8, 5, 0, 6, 9, 4
ちょっと, いくばくか, 7.4, 7, 9, 7, 8, 6
ぐんと, 一層, 7.6, 9, 9, 7, 7, 6
タップリと, 思う存分に, 8.0, 9, 8, 8, 8, 7
たくさん, 充分に, 8.2, 10, 6, 8, 10, 7
たくさん, 盛大に, 7.6, 10, 6, 9, 6, 7
しっかりと, ずっと, 3.2, 6, 0, 5, 0, 5
よもや, もはや, 4.8, 10, 0, 8, 0, 6
無論, 確実に, 4.0, 6, 4, 6, 0, 4
しっかり, きっぱり, 6.6, 10, 4, 8, 5, 6
ずらり, ぎっしり, 7.0, 10, 7, 9, 2, 7
結構, 時おり, 3.6, 7, 0, 2, 4, 5
いっぱい, 多数, 8.4, 10, 9, 8, 8, 7
しばしば, かなり, 6.8, 9, 8, 8, 7, 2
よろしく, どうか, 5.2, 6, 6, 9, 0, 5
何とぞ, 何とか, 7.6, 9, 9, 8, 5, 7
どうせ, 結局は, 8.4, 10, 10, 9, 7, 6
びっしり, ぎゅうぎゅうに, 8.4, 10, 9, 8, 8, 7
それほど, ぜんぜん, 5.8, 7, 1, 8, 6, 7
いっぱいに, ぎっしり, 8.2, 8, 8, 7, 9, 9
絶対に, 勿論, 5.6, 5, 5, 4, 6, 8
概して, 多くが, 4.8, 6, 2, 1, 8, 7
かなり, 少し, 0.2, 0, 0, 0, 1, 0
とにかく, どうやら, 1.6, 2, 0, 0, 6, 0
しっかりと, タップリと, 5.0, 5, 1, 4, 8, 7
全体的に, 基本的に, 5.2, 5, 0, 7, 7, 7
そんなに, そんなには, 6.2, 7, 0, 5, 9, 10
何かと, たびたび, 5.6, 6, 1, 5, 8, 8
何かと, 頻繁に, 5.4, 7, 1, 6, 5, 8
もはや, すっかり, 5.2, 2, 5, 2, 8, 9
時々, まあまあ, 5.0, 3, 7, 3, 7, 5
あたかも, いわば, 3.4, 4, 3, 0, 7, 3
すっかり, さも, 2.4, 0, 1, 0, 8, 3
いかにも, あたかも, 5.4, 0, 8, 3, 8, 8
だいぶ, いっそう, 4.4, 0, 8, 0, 7, 7
もちろん, 当たり前に, 7.4, 8, 8, 3, 9, 9
あらかた, 概ね, 8.8, 8, 8, 9, 9, 10
なんとか, 辛くも, 6.6, 8, 7, 0, 8, 10
思い切り, 充分に, 5.0, 3, 0, 6, 8, 8
さも, あたかも, 8.4, 9, 7, 8, 8, 10
少々, なかなか, 2.0, 0, 0, 2, 4, 4
多々, いっぱい, 7.0, 6, 8, 3, 9, 9
結構, まあまあ, 5.4, 8, 5, 0, 9, 5
ずっと, ぐっと, 3.0, 0, 2, 0, 8, 5
頑として, 断然として, 6.6, 6, 8, 2, 8, 9
何とか, やっとこさ, 8.2, 9, 7, 6, 9, 10
わずかに, 少しばかり, 8.6, 9, 9, 8, 8, 9
びっしりと, たくさん, 7.0, 7, 7, 3, 9, 9
たいして, 大して, 9.8, 10, 9, 10, 10, 10
いかにも, まさしく, 8.2, 10, 8, 5, 9, 9
こんがり, こんがりと, 9.4, 9, 9, 9, 10, 10
ずらりと, いっせいに, 6.2, 6, 6, 1, 9, 9
いささか, わずかばかり, 7.0, 8, 9, 4, 8, 6
何かと, 度々, 4.8, 7, 3, 1, 5, 8
今や, 昨今は, 3.8, 2, 7, 2, 8, 0
現在, 現に, 3.6, 3, 1, 0, 5, 9
とにかく, どうにも, 3.2, 0, 1, 0, 6, 9
たくさん, 思いっきり, 4.0, 0, 2, 2, 8, 8
やはり, まことに, 4.6, 5, 2, 0, 9, 7
ぎっしり, 窮屈そうに, 5.6, 5, 5, 4, 6, 8
全部, 完全に, 7.0, 7, 7, 3, 9, 9
今も, 現在, 6.2, 7, 4, 3, 9, 8
色々と, たびたび, 4.4, 5, 3, 4, 5, 5
たびたび, 頻繁に, 8.0, 9, 7, 6, 9, 9
にっこり, にんまり, 7.8, 5, 9, 7, 9, 9
にこにこ, にんまり, 7.8, 5, 9, 7, 9, 9
色々と, いろいろと, 10.0, 10, 10, 10, 10, 10
ぐんと, 急に, 7.4, 6, 6, 8, 8, 9
きょうび, もはや, 3.6, 0, 4, 5, 9, 0
だいたい, 一般に, 6.8, 6, 3, 7, 9, 9
今も, 実際に, 2.8, 0, 1, 4, 4, 5
すでに, 現在では, 5.2, 6, 2, 3, 8, 7
なんとか, 辛うじて, 8.4, 10, 7, 6, 9, 10
よく, 度々, 8.2, 8, 7, 8, 9, 9
そのまま, 何もかも, 2.8, 2, 0, 1, 5, 6
かすかに, 若干, 7.2, 5, 7, 7, 8, 9
少しばかり, ちょっと, 7.2, 4, 7, 8, 8, 9
そのまま, そのままを, 7.6, 7, 6, 5, 10, 10
そのまま, ありのままに, 7.8, 7, 7, 5, 10, 10
いっぱいに, ぎゅうぎゅうに, 7.6, 6, 7, 6, 9, 10
多々, 盛大に, 4.6, 2, 2, 3, 8, 8
さながら, まるで, 7.0, 9, 8, 2, 7, 9
何とか, 辛うじて, 8.2, 9, 7, 6, 9, 10
今日では, 現在では, 9.0, 9, 9, 8, 9, 10
ほとんど, だいたい, 8.8, 8, 9, 9, 8, 10
全部, ありのまま, 6.0, 5, 6, 1, 9, 9
しょっちゅう, かなり, 7.4, 6, 7, 7, 8, 9
結局, しょせんは, 6.6, 5, 6, 5, 7, 10
だんだん, 順に, 5.4, 2, 2, 4, 9, 10
概して, 一般的に, 7.8, 9, 7, 4, 9, 10
ニコニコ, にんまり, 7.4, 5, 9, 6, 8, 9
今や, 現在は, 7.4, 6, 9, 4, 9, 9
たびたび, 時折, 5.2, 2, 6, 7, 2, 9
全体的に, トータル的に, 9.4, 9, 9, 9, 10, 10
必ず, 完全に, 6.2, 3, 7, 4, 9, 8
明らかに, あからさまに, 6.8, 4, 8, 4, 9, 9
もう, 今では, 6.2, 3, 7, 3, 8, 10
主に, 常に, 5.6, 5, 3, 2, 9, 9
とっくに, いまや, 5.8, 2, 4, 7, 9, 7
だんだん, 順次, 7.2, 5, 6, 7, 9, 9
きょうび, 現在では, 7.0, 6, 8, 5, 9, 7
さらに, ぐんと, 6.4, 5, 6, 6, 7, 8
全般的に, 総じて, 8.0, 8, 7, 7, 9, 9
さながら, いわば, 6.0, 1, 8, 3, 9, 9
しばしば, 結構, 6.8, 6, 7, 6, 8, 7
すでに, よもや, 2.4, 0, 5, 2, 5, 0
とても, 大幅に, 7.0, 6, 6, 7, 7, 9
すでに, いまや, 7.0, 5, 7, 6, 8, 9
ずらりと, 一斉に, 7.2, 6, 6, 6, 9, 9
きっぱりと, 絶対に, 5.0, 0, 4, 4, 8, 9
本当に, 実際, 7.0, 9, 5, 4, 9, 8
今や, いまや, 10.0, 10, 10, 10, 10, 10
多々, ずらりと, 5.6, 5, 4, 3, 8, 8
どうにか, やっと, 8.0, 8, 8, 7, 9, 8
いっそう, 一層, 10.0, 10, 10, 10, 10, 10
いっぱいに, びっしりと, 8.2, 7, 8, 8, 9, 9
色々と, 何分, 2.4, 0, 3, 3, 6, 0
急に, 劇的に, 6.8, 7, 5, 9, 4, 9
ありのまま, 丸ごと, 7.0, 6, 6, 6, 8, 9
絶対, 断固, 7.2, 5, 6, 8, 8, 9
ぎりぎりで, やっと, 6.0, 5, 7, 4, 9, 5
まるで, まさしく, 6.8, 5, 8, 3, 9, 9
ずらりと, 整然と, 4.2, 5, 5, 2, 2, 7
もちろん, 当然, 8.2, 7, 8, 8, 8, 10
たまに, しばしば, 3.2, 3, 8, 3, 0, 2
少しばかり, 若干, 8.2, 7, 8, 9, 8, 9
必ず, きっぱり, 5.8, 2, 6, 6, 7, 8
どうにも, 何とも, 7.0, 5, 7, 6, 8, 9
一般に, 概ね, 8.6, 9, 7, 8, 9, 10
しっかりと, 思う存分に, 5.8, 2, 6, 4, 9, 8
総じて, 総合的に, 8.2, 4, 9, 9, 10, 9
勿論, 無論, 9.2, 9, 8, 9, 10, 10
まったく, なんとも, 3.8, 0, 3, 3, 8, 5
やはり, さも, 3.6, 4, 2, 3, 9, 0
なにせ, どうやら, 4.0, 2, 3, 2, 8, 5
いささか, なかなか, 2.2, 2, 0, 3, 1, 5
時々, 時折, 8.6, 8, 8, 9, 9, 9
たくさん, ずらり, 7.0, 6, 5, 6, 9, 9
一気に, 劇的に, 7.6, 8, 6, 9, 6, 9
少し, 若干, 7.6, 8, 7, 9, 8, 6
何とか, ぎりぎりで, 6.4, 7, 6, 4, 9, 6
結局は, 結局, 9.0, 9, 8, 8, 10, 10
充分, いかんなく, 7.2, 5, 8, 6, 8, 9
ぜんぶ, 丸々, 8.4, 6, 9, 8, 9, 10
少々, わずかばかり, 8.2, 7, 8, 8, 9, 9
しょせん, どうせ, 8.0, 7, 7, 7, 9, 10
多々, 大量に, 7.2, 7, 8, 4, 8, 9
頑として, 断然, 6.8, 7, 7, 2, 9, 9
まさに, 現に, 7.4, 5, 8, 4, 10, 10
ぎっしりと, 細密に, 4.6, 1, 6, 0, 7, 9
どうにも, いかにも, 3.2, 2, 4, 2, 8, 0
現在, すでに, 6.6, 5, 6, 6, 8, 8
今, 現在, 9.0, 8, 9, 8, 10, 10
にこやかに, にこにこ, 8.6, 7, 8, 8, 10, 10
にっこりと, にこやかに, 9.0, 9, 9, 9, 9, 9
全体的に, 一般的に, 6.8, 5, 6, 6, 8, 9
さらに, とても, 4.8, 0, 6, 1, 8, 9
いっぱい, 大量に, 8.0, 9, 8, 5, 9, 9
たくさん, 整然と, 2.4, 2, 2, 0, 2, 6
とても, 急に, 2.2, 0, 0, 3, 2, 6
たまに, 結構, 1.0, 1, 3, 0, 1, 0
ぜんぜん, さほどは, 3.8, 2, 6, 3, 7, 1
そのまま, ありのまま, 6.6, 7, 7, 1, 9, 9
あまり, そんなにも, 5.8, 5, 7, 6, 6, 5
だいたい, 常に, 3.8, 2, 8, 4, 5, 0
かなり, いっそう, 3.6, 0, 5, 1, 4, 8
少し, 少しばかり, 7.6, 8, 5, 6, 9, 10
多少, いささか, 6.8, 5, 4, 8, 8, 9
もちろん, 無論, 8.8, 9, 7, 9, 9, 10
やっと, 辛うじて, 7.8, 8, 6, 6, 9, 10
たびたび, しきりに, 7.6, 7, 5, 8, 9, 9
ぎっしりと, 大量に, 6.6, 6, 6, 3, 9, 9
どうせ, 所詮, 7.4, 5, 8, 6, 8, 10
ほとんどが, ひたすら, 1.0, 0, 5, 0, 0, 0
一段と, 一層, 7.6, 7, 8, 6, 9, 8
今も, 本当に, 2.2, 0, 0, 0, 5, 6
きっぱり, 毅然と, 7.6, 8, 8, 3, 9, 10
時々, 結構, 1.8, 4, 3, 1, 0, 1
だいたい, 主として, 6.2, 6, 7, 2, 7, 9
非常に, 急に, 3.6, 5, 2, 0, 2, 9
だいたい, 全体的に, 6.0, 4, 6, 3, 7, 10
急に, 一気に, 6.4, 8, 5, 4, 5, 10
びっしりと, ずらりと, 6.2, 7, 5, 1, 9, 9
ずらりと, 大量に, 5.8, 5, 5, 1, 9, 9
ぐっと, とても, 5.0, 2, 6, 0, 9, 8
しょせん, 所詮, 10.0, 10, 10, 10, 10, 10
時々, たびたび, 4.0, 2, 5, 4, 0, 9
それほど, さほどは, 8.2, 8, 5, 9, 10, 9
全て, 概して, 6.0, 7, 6, 3, 9, 5
もう, とっくに, 6.8, 5, 6, 4, 9, 10
それほど, たいして, 7.0, 8, 6, 3, 9, 9
たまに, 時おり, 8.2, 9, 6, 7, 9, 10
度々, しょっちゅう, 8.4, 9, 7, 8, 9, 9
いっぱいに, ぎっしりと, 7.4, 7, 6, 7, 8, 9
今では, 今は, 6.6, 8, 5, 3, 8, 9
きっぱりと, 断じて, 6.0, 8, 2, 2, 9, 9
だいぶ, ずっと, 4.8, 5, 6, 0, 5, 8
概して, ほとんど, 6.8, 7, 8, 1, 9, 9
いっぱい, いっせいに, 3.0, 5, 0, 0, 5, 5
ほとんど, 多くが, 8.2, 8, 7, 8, 9, 9
全て, 一般に, 5.6, 5, 5, 0, 9, 9
ほぼ, 主に, 6.6, 6, 6, 2, 9, 10
大量に, 整然と, 1.6, 5, 0, 0, 2, 1
現在は, 現在では, 8.0, 8, 5, 8, 9, 10
確かに, 無論, 7.2, 7, 6, 6, 7, 10
今も, 実際, 4.8, 5, 1, 5, 5, 8
思い通り, 充分, 2.4, 2, 0, 2, 8, 0
正に, いかにも, 5.8, 3, 6, 2, 9, 9
ぐっと, 大幅に, 6.2, 6, 3, 5, 8, 9
どうにか, やっとこさ, 8.8, 9, 8, 8, 9, 10
もう, 既に, 8.2, 8, 6, 8, 9, 10
何かと, 何分, 7.8, 7, 8, 7, 8, 9
ほぼ, 専ら, 7.4, 8, 7, 5, 8, 9
今は, 現在は, 9.2, 8, 9, 9, 10, 10
しっかり, 確実に, 7.6, 6, 8, 8, 8, 8
既に, いまや, 7.0, 7, 7, 4, 8, 9
何しろ, なにしろ, 10.0, 10, 10, 10, 10, 10
今現在, もはや, 5.4, 7, 6, 0, 7, 7
次々, 随時, 4.6, 6, 0, 7, 9, 1
全部, 概ね, 6.8, 6, 7, 3, 9, 9
たびたび, しばしば, 7.2, 8, 2, 8, 9, 9
何かと, しばしば, 2.8, 5, 2, 3, 3, 1
思いっきり, 精一杯, 7.2, 9, 6, 6, 9, 6
さらに, ずっと, 2.0, 2, 1, 0, 5, 2
少しばかり, 結構, 1.0, 2, 1, 0, 2, 0
いかにも, まことに, 5.6, 5, 3, 3, 9, 8
しっかり, 頑として, 5.6, 6, 5, 1, 8, 8
とにかく, ともかく, 9.0, 9, 8, 9, 9, 10
にっこり, ニコニコ, 8.6, 8, 9, 8, 9, 9
何かと, いろいろと, 6.2, 6, 4, 3, 8, 10
さらに, いっそう, 8.0, 7, 9, 6, 9, 9
全て, ありのままに, 5.2, 5, 3, 0, 9, 9
たいして, そんなにも, 6.6, 6, 8, 3, 8, 8
いっそう, 一段と, 7.6, 6, 9, 5, 9, 9
なにせ, なんせ, 9.6, 10, 10, 9, 9, 10
ぐんと, 随分, 5.0, 5, 5, 3, 8, 4
そんなには, さほど, 7.4, 7, 8, 6, 7, 9
少し, かすかに, 7.6, 6, 7, 7, 9, 9
丸ごと, 丸々, 9.4, 10, 9, 8, 10, 10
しばしば, 時として, 3.8, 2, 7, 2, 2, 6
やはり, まさしく, 5.8, 5, 8, 0, 9, 7
順に, 随時, 3.8, 5, 1, 4, 9, 0
まさしく, まことに, 7.4, 8, 8, 6, 9, 6
頻繁に, まあまあ, 3.2, 6, 6, 0, 3, 1
もう, 現在では, 6.6, 6, 4, 7, 8, 8
ちょっと, なかなか, 4.4, 2, 3, 4, 6, 7
概して, 全部, 5.8, 6, 2, 4, 8, 9
全体として, 全て, 6.2, 6, 5, 2, 9, 9
必ず, きっぱりと, 3.4, 2, 2, 1, 5, 7
ほとんど, 常に, 6.6, 5, 8, 6, 8, 6
全般的に, 一般的に, 6.8, 5, 6, 6, 8, 9
ほとんど, ほぼ, 7.6, 9, 9, 8, 2, 10
現在, 実際に, 5.2, 5, 6, 0, 6, 9
まるで, 明らかに, 2.8, 5, 6, 0, 3, 0
既に, 今や, 6.4, 6, 7, 2, 8, 9
あたかも, まことに, 3.2, 5, 7, 0, 4, 0
ぐんと, 一段と, 7.0, 6, 7, 5, 8, 9
必ず, 断固, 6.6, 5, 5, 6, 8, 9
絶対に, 確実に, 5.4, 6, 4, 0, 8, 9
ぎりぎり, なんとか, 7.4, 8, 7, 7, 9, 6
あからさまに, さも, 5.0, 5, 2, 1, 9, 8
ほとんどが, ただただ, 1.6, 2, 1, 0, 5, 0
すべて, 全て, 10.0, 10, 10, 10, 10, 10
なんとか, ぎりぎりで, 7.2, 7, 6, 7, 9, 7
偏に, 専ら, 7.6, 9, 6, 5, 9, 9
ニコニコ, ニンマリ, 7.8, 6, 9, 6, 9, 9
どうにも, どうとも, 8.2, 8, 6, 9, 9, 9
大量に, 盛大に, 5.4, 6, 6, 2, 8, 5
だいたい, 一般的に, 6.2, 7, 6, 0, 9, 9
断じて, 断固, 7.6, 8, 8, 3, 9, 10
これぞ, いかにも, 4.6, 3, 7, 0, 9, 4
しばしば, 時おり, 4.2, 2, 7, 3, 3, 6
思い切り, 大胆に, 7.2, 6, 6, 7, 8, 9
現に, 事実, 7.6, 5, 8, 7, 9, 9
まさしく, あからさまに, 4.8, 5, 5, 0, 8, 6
とても, ずっと, 5.2, 4, 6, 0, 7, 9
総じて, 基本的に, 5.6, 6, 5, 2, 9, 6
辛うじて, ようやく, 6.6, 7, 6, 2, 9, 9
いささか, ちょっと, 7.6, 6, 8, 8, 9, 7
ぎりぎり, 辛くも, 7.4, 7, 7, 5, 9, 9
きっぱりと, 毅然と, 8.2, 8, 8, 6, 9, 10
今では, 現在では, 8.8, 8, 9, 7, 10, 10
少し, 結構, 1.8, 3, 4, 0, 2, 0
当然, 勿論, 7.6, 7, 6, 7, 9, 9
やっと, 何とか, 7.6, 6, 7, 7, 9, 9
必ず, 絶対, 8.2, 8, 8, 8, 7, 10
びっしりと, 整然と, 3.2, 5, 2, 0, 3, 6
何とか, どうにか, 6.6, 7, 6, 2, 9, 9
辛うじて, やっとこさ, 7.6, 8, 7, 5, 9, 9
ぜひとも, 何とか, 4.0, 7, 5, 0, 8, 0
ほとんど, ひたすら, 1.2, 0, 6, 0, 0, 0
よく, かなり, 6.6, 5, 7, 6, 8, 7
主に, 主として, 7.6, 8, 8, 2, 10, 10
さらに, ぐっと, 5.8, 6, 5, 3, 7, 8
なんとか, やっと, 8.0, 8, 7, 6, 9, 10
とっくに, よもや, 2.6, 2, 4, 4, 3, 0
どうか, ぜひとも, 7.0, 7, 7, 3, 9, 9
もちろん, 確実に, 4.8, 7, 4, 0, 6, 7
よく, 頻繁に, 7.8, 8, 7, 6, 9, 9
ぜひとも, 何とぞ, 8.0, 8, 7, 6, 9, 10
あまり, それほど, 7.2, 7, 6, 7, 8, 8
今は, 現在では, 8.2, 8, 7, 7, 9, 10
大幅に, 劇的に, 7.6, 7, 6, 7, 9, 9
どうにも, 何故だか, 4.2, 5, 5, 1, 2, 8
ぐっと, 劇的に, 7.8, 7, 7, 7, 9, 9
それほど, そんなにも, 7.4, 8, 7, 5, 9, 8
自由に, 思い通りに, 7.0, 7, 5, 6, 8, 9
総合的に, 全て, 6.4, 6, 5, 3, 9, 9
多くが, 一般的に, 6.6, 6, 6, 3, 9, 9
一気に, 大幅に, 7.4, 7, 6, 7, 9, 8
絶対に, 無論, 5.2, 5, 5, 3, 6, 7
たびたび, 度々, 10.0, 10, 10, 10, 10, 10
なんとか, やっとこさ, 8.4, 9, 8, 7, 9, 9
思い切り, 十分に, 7.0, 8, 7, 3, 8, 9
いささか, まあまあ, 3.4, 2, 5, 5, 4, 1
主に, 偏に, 5.0, 8, 2, 1, 9, 5
今, 現に, 6.6, 8, 8, 3, 5, 9
いっぱいに, びっしり, 7.2, 7, 7, 4, 9, 9
全て, 何もかも, 7.0, 8, 6, 3, 9, 9
全体的に, 概して, 8.0, 9, 6, 6, 9, 10
かなり, ずっと, 5.2, 5, 7, 0, 5, 9
