word1,word2,mean,sub1,sub2,sub3,sub4,sub5
乗せた,持った,1.8,4,0,2,0,3
常にいる,常駐する,8.6,6,10,7,10,10
常に居た,駐屯させた,6.8,9,8,9,2,6
常に待機した,常時滞在した,7,6,9,6,6,8
常に駐在した,常駐した,9.4,8,10,9,10,10
常勤される,駐在される,7,8,7,6,7,7
常勤される,常駐される,7,8,7,7,7,6
常勤される,いつもいる,5.8,7,6,7,2,7
常勤した,常駐した,6.6,8,4,6,7,8
常勤した,駐在した,6.2,7,4,5,7,8
常勤する,駐留する,5.6,7,4,5,4,8
譲歩した,妥協した,7,5,9,8,5,8
譲歩した,譲った,8.4,8,10,8,9,7
拭う,拭く,7.6,4,6,9,10,9
拭き取る,ふく,7.8,8,6,8,8,9
拭き取る,拭く,8,8,7,8,8,9
蝕まれる,崩れる,2.8,2,5,2,2,3
蝕んだ,痛めた,3.8,2,7,4,2,4
蝕んだ,壊れた,3.4,5,4,2,3,3
尻込みしている,ためらっている,6.6,8,6,7,3,9
尻込みする,ためらう,6.4,7,5,7,3,10
尻込みする,止める,3.2,5,4,3,1,3
信心した,信教した,5.2,8,5,7,3,3
信心した,信奉した,6.8,8,6,7,5,8
信心した,信じた,5.8,8,7,6,0,8
信心した,信仰した,7.6,8,7,8,7,8
信心した,崇拝した,5.8,7,8,7,0,7
信心する,崇拝する,6.2,8,8,8,0,7
審議した,討論した,7,5,9,8,8,5
審議した,話あった,7.2,5,7,7,8,9
審議した,議論した,7.6,8,8,7,8,7
心に持った,秘めた,6.6,7,4,5,9,8
申し出た,名乗った,7,8,7,9,8,3
真似た,演じた,5.4,7,7,6,1,6
身ごもらせた,孕ませた,8.4,10,6,8,10,8
身ごもらせた,妊娠させた,9,10,8,8,10,9
身籠った,妊娠した,9.2,7,10,9,10,10
進行する,行く,5.8,7,5,5,8,4
進行する,歩む,6.4,8,7,8,2,7
尽きた,途絶えた,7.4,8,7,8,5,9
尽きる,途切れる,7,8,6,7,6,8
衰えた,弱体化した,7.6,8,9,6,8,7
衰退した,弱体化した,8,8,7,8,8,9
衰退した,衰えた,8.6,9,9,9,8,8
崇拝した,信奉した,7.6,5,9,8,7,9
崇拝した,信仰した,7.8,9,7,7,7,9
制御した,動かした,4.4,4,8,5,2,3
制御した,操縦した,7.6,5,8,8,9,8
制御する,コントロールする,9.6,10,9,9,10,10
制御できる,操縦できる,7.2,8,7,5,9,7
成りすます,真似る,5.2,6,6,5,5,4
成熟した,成長した,7.4,7,5,9,8,8
成熟した,発達した,8,9,7,8,8,8
成熟する,発展する,5.6,4,7,8,3,6
成熟する,完成する,7.8,7,8,9,7,8
成長した,発達した,7.6,8,8,6,8,8
成長していた,発達していた,7.8,8,9,6,8,8
整わなくなる,乱れる,7,5,8,6,9,7
生じる,出てくる,5.4,8,6,4,7,2
逝った,死去した,8.4,9,10,7,7,9
逝った,死んだ,8.6,7,10,9,7,10
逝った,他界した,8.8,9,9,8,8,10
逝去した,死んだ,9.2,9,10,9,8,10
跡を追う,遡る,4.6,3,7,2,3,8
跡を追う,たどる,6.8,10,6,6,4,8
跡を追う,なぞる,6,5,8,7,3,7
跡を追う,探し求める,6,6,6,6,5,7
切願した,頼んだ,5.6,7,4,6,2,9
切願した,嘆願した,7,7,6,7,5,10
切願する,懇願する,7.2,7,5,8,6,10
切願する,頼む,5.8,6,6,8,2,7
切望した,懇願した,7.2,7,8,7,6,8
折り合いをつける,譲歩する,5.6,8,5,5,6,4
絶えた,終わった,7.6,9,9,7,6,7
絶えた,止まった,6,8,7,8,4,3
絶える,なくなる,6.2,9,7,7,5,3
絶える,消える,6,8,7,6,7,2
絶滅した,消えた,6.6,8,7,8,7,3
絶滅した,消滅した,7.4,8,9,9,7,4
千切れやすく,壊れやすく,4.8,8,6,5,4,1
千切れやすく,崩れやすく,5,7,7,6,4,1
占拠する,占める,8,6,9,9,8,8
占拠する,占有する,7.6,7,8,8,8,7
占有する,もつ,3.4,6,5,1,0,5
占有する,占める,7.6,6,9,9,8,6
戦った,チャレンジした,4.6,8,4,3,5,3
戦った,勝負した,7,8,8,6,7,6
潜ませる,隠す,5,5,8,6,5,1
潜めた,持った,0.4,0,2,0,0,0
潜めた,隠した,5.4,7,7,6,5,2
鮮やかに見えた,似合った,2.6,5,4,2,2,0
繕う,あしらう,3.2,6,4,2,3,1
繕う,装う,5.4,6,5,7,4,5
繕う,扱う,0.2,0,1,0,0,0
繕う,配置する,0.4,0,0,0,0,2
繕った,見せかけた,4.8,5,5,7,3,4
繕った,取り繕った,7,7,7,8,8,5
狙った,見た,2.4,4,0,1,2,5
遡る,調べる,4.8,7,3,7,4,3
喪失した,なくなった,8,9,7,9,7,8
喪失した,消えた,7.8,8,7,9,7,8
掃討した,排除した,7,7,7,7,7,7
操作した,動かした,7.6,8,9,9,6,6
操作する,動かす,7.8,8,7,9,6,9
操作できる,運転できる,7.4,8,5,8,8,8
操作できる,コントロールできる,7.4,8,7,7,8,7
操縦した,運転した,8.4,8,8,9,8,9
操縦する,操る,8.6,9,9,9,8,8
争う,一悶着ある,3,1,0,0,7,7
装う,真似る,6,4,8,7,5,6
装った,演じた,6.8,8,7,6,7,6
装った,真似た,6.2,7,7,7,5,5
装飾されている,飾ってある,8,9,7,8,8,8
装着した,つけた,7.8,8,9,7,8,7
装着した,着用した,7,7,6,7,8,7
走行する,走る,8.4,8,7,9,8,10
増強した,拡張した,6,8,6,6,4,6
息を引き取った,永眠した,9,10,9,9,10,7
息を引き取った,逝去した,9.4,10,9,9,10,9
息を引き取った,死んだ,9.4,10,9,9,10,9
他界した,死亡した,9.4,9,10,9,10,9
他界した,逝去した,9.6,9,10,9,10,10
他界した,死んだ,9.6,10,9,9,10,10
妥協した,あきらめた,6.8,5,8,5,7,9
妥協する,歩み寄る,7.6,9,8,7,6,8
妥協する,譲歩する,7.6,9,8,7,7,7
打ち勝つ,優れる,5.6,4,8,6,2,8
打ち勝つ,勝てる,5.6,7,6,4,6,5
打ち勝つ,勝つ,8.2,7,9,9,7,9
打ち勝つ,取って代わる,4.2,5,7,6,0,3
舵を取る,操縦する,8,10,8,7,7,8
待ちかねる,待ちきれない,6.8,8,7,7,4,8
待ちわびる,待ちきれない,6.6,8,5,7,7,6
待ち焦がれた,待ちきれない,7.2,7,7,7,7,8
待ち焦がれる,待ちきれない,7.2,9,6,7,7,7
退いた,撤退した,8.6,9,9,9,8,8
退却した,撤退した,8,9,7,9,8,7
退却する,退く,7.8,5,10,9,9,6
退却する,逃げる,6.8,8,8,5,8,5
退却する,退散する,7.4,5,8,8,8,8
退却する,後退する,7.4,6,8,9,7,7
退却する,辞退する,7.2,7,8,7,6,8
退却する,撤去する,7,8,8,8,6,5
退去した,退いた,7.6,8,9,6,9,6
退去した,退却した,7.6,7,8,8,8,7
退去する,撤退する,7.4,9,7,7,8,6
退去する,退陣する,7.2,7,7,6,8,8
退散する,後退する,6.8,4,7,8,7,8
退陣する,退散する,6.6,4,8,6,8,7
退避する,退却する,7.6,9,7,8,8,6
大人びた,発達した,4,7,5,4,0,4
達観した,発展した,1.4,0,2,0,0,5
達観した,成長した,1.6,0,2,0,0,6
嘆願した,お願いした,6.6,5,7,7,7,7
嘆願する,懇望する,7.2,9,6,7,7,7
担ぎ上げた,背負った,7.4,8,8,9,6,6
団結した,提携した,6.4,8,6,8,5,5
団結した,連携した,7.8,9,8,8,6,8
断絶した,消えた,6.6,8,6,5,6,8
断絶した,終わった,6.8,8,6,8,6,6
知らせる,示す,6.8,8,6,6,7,7
着けた,つけた,10,10,10,10,10,10
着ける,付ける,5.8,2,5,5,8,9
駐在した,常時滞在した,6.8,5,8,7,6,8
駐在した,常務した,6.6,7,8,5,6,7
挑戦した,向かっていった,7,9,7,8,6,5
挑戦した,臨んだ,7,8,7,7,8,5
挑戦する,望む,6.2,5,6,7,5,8
聴いた,受けた,2.8,5,1,2,0,6
聴いた,お聞きした,8,9,8,8,6,9
調剤した,処方した,7.4,9,6,7,7,8
調剤する,渡す,0.4,0,0,1,0,1
調和する,マッチする,7,8,9,8,3,7
調和する,一致する,5.8,7,7,6,2,7
調和する,合う,6.4,7,7,8,4,6
調和する,際立つ,0.4,0,1,0,0,1
追い出した,やめさせた,3,4,5,2,3,1
追い出した,いなくした,7.2,9,9,7,7,4
追い出した,撤去した,6.4,8,6,7,7,4
追い出した,出した,6,7,6,5,7,5
追う,進む,5.2,6,4,5,5,6
追う,追跡する,8.2,9,8,8,8,8
追跡する,進む,4.6,6,5,3,5,4
追放する,排除する,7.2,8,7,6,8,7
追放する,排斥する,7.4,8,7,6,8,8
掴んだ,はさんだ,6.4,8,8,4,2,10
掴んだ,取った,7,7,6,7,7,8
掴んだ,持った,7.6,7,7,8,8,8
提示された,明記された,7.2,9,6,8,7,6
提示する,明らかにする,6.6,6,6,8,7,6
諦める,あきらめた,8,8,9,5,9,9
撤収した,退却した,7.6,8,8,7,7,8
撤収する,辞退する,5.8,8,7,3,6,5
撤収する,退却する,8,8,9,8,7,8
撤収する,撤退する,8.2,9,9,9,7,7
撤退させた,出した,4.4,7,4,5,0,6
添えた,配置した,4,5,6,5,0,4
添えた,付け加えた,6.6,8,7,7,6,5
添えたりした,飾ったりした,5,1,6,4,6,8
添える,付ける,6.8,9,8,8,4,5
添加した,添えた,6.2,5,9,7,5,5
添付した,付け加えた,6.8,6,9,6,5,8
添付した,付けた,6.4,5,8,7,5,7
伝えた,称した,2.6,2,4,2,2,3
途切れる,なくなる,7,9,7,7,7,5
途切れる,消える,6.4,8,6,6,7,5
途切れる,止まる,6.6,7,7,6,7,6
途絶えた,消滅した,7.6,9,6,8,7,8
途絶えた,断絶した,7.4,8,9,6,7,7
途絶えた,終わった,8,9,9,7,7,8
途絶える,減る,4.8,7,4,4,5,4
途絶える,無くなる,6.8,6,9,9,8,2
途絶える,消える,7.2,9,6,8,8,5
途方にくれた,迷った,6.4,8,6,6,6,6
途方にくれた,困惑した,5,5,6,4,6,4
当惑した,迷った,6.6,8,8,6,7,4
当惑した,迷惑した,6.2,5,5,6,7,8
当惑している,困惑している,7.8,9,9,7,7,7
統率した,指揮した,7.8,9,8,7,8,7
統率する,指導する,6.6,4,7,8,8,6
統率する,指揮する,7.8,9,9,7,8,6
統率する,引っ張る,6.2,5,6,7,6,7
討議した,言い合った,6.4,5,9,7,7,4
討議した,審議した,6.2,5,7,7,7,5
討議した,議論した,7.4,8,8,7,8,6
討論した,議論した,7.4,6,9,8,8,6
動いた,浮いた,0.6,0,0,2,0,1
動かした,操縦した,6.6,8,9,6,2,8
動かす,操る,6.6,8,7,9,2,7
同意した,承認した,7,7,9,7,6,6
読み返した,読み進めた,2.2,0,3,0,4,4
突進する,ひた走る,7,8,6,8,5,8
内に隠す,潜ませる,6.6,7,8,6,5,7
内在している,持っている,5.8,5,9,4,5,6
匂いたつ,香りたつ,7.8,8,9,7,7,8
匂わす,あふれる,1.2,1,2,0,0,3
匂わす,感じる,4,6,7,6,0,1
入手された,取って調査された,2.2,3,1,0,2,5
入手された,捕まえた,4.2,5,3,3,5,5
入手された,採られた,5.2,6,6,5,5,4
入手された,捕まった,2.4,0,1,1,4,6
入手した,採取した,4.8,2,6,5,6,5
入力した,記載した,3.4,5,0,3,5,4
忍ばせる,秘める,6.8,8,8,5,6,7
熱願する,嘆願する,6.8,7,6,7,6,8
熱願する,懇望する,7.4,7,8,7,7,8
納得した,承諾した,7,9,8,4,7,7
納得した,同意した,5.8,2,6,6,7,8
納得した,受諾した,7.2,7,9,7,7,6
覗き見した,うかがった,5,6,6,6,2,5
波立つ,荒れる,5.8,7,5,5,6,6
破顔した,微笑した,3.4,0,4,1,7,5
廃止した,消滅した,4.8,1,6,4,7,6
排除した,撤退させた,7,9,5,8,8,5
排除した,追い出した,6.6,5,8,7,8,5
排除した,なくした,7.4,8,6,9,8,6
排除した,やめさせた,6.2,6,8,5,8,4
排除した,除いた,7.6,9,8,8,7,6
排除する,無視する,3.6,2,6,2,6,2
排除する,除く,8.2,9,9,9,8,6
排斥した,無くした,6,8,4,5,8,5
排斥した,排除した,7,5,8,8,8,6
排斥した,除いた,6.2,5,8,7,7,4
排斥した,撤去した,6.8,7,6,6,8,7
排斥した,締め出した,6.6,6,6,7,8,6
排斥する,敬遠する,3.8,1,5,3,6,4
背けた,覆った,3,2,2,6,0,5
背負う,担う,6.4,8,5,8,5,6
配った,分けた,7.2,5,8,7,8,8
配った,合わさった,0.4,0,0,1,0,1
配られた,分けられた,7.2,5,8,7,8,8
配る,配分する,7.6,5,9,9,8,7
配る,割り当てる,5.4,4,7,3,6,7
配る,分かち合う,6,4,6,6,6,8
配る,飾りつける,1,0,0,0,0,5
配給しない,配分しない,7.2,8,7,5,8,8
配置した,飾った,3,4,1,2,4,4
配当した,配った,7.4,10,8,7,8,4
配当した,割当した,7.8,8,6,7,8,10
配当した,配慮した,0.6,0,0,0,0,3
配当する,分かち合う,6,5,4,5,8,8
配布した,分けた,7.4,7,6,9,8,7
配布した,配給した,7.2,10,6,6,7,7
配分される,分配される,8.4,9,8,7,8,10
配分した,配布した,6.4,2,6,6,8,10
配分した,割当した,7.8,8,8,7,8,8
配分する,配布する,7.4,9,7,6,8,7
配分する,割り当てる,7.4,9,8,6,8,6
発展した,発達した,6.6,8,7,5,5,8
疲れる,困る,1.6,0,3,0,5,0
疲弊した,壊れた,4.8,6,5,8,5,0
秘めた,潜めた,5.4,6,6,3,7,5
秘める,口外しない,6.4,8,6,3,8,7
秘める,隠した,8.2,9,8,8,8,8
飛ばせる,コントロールできる,0,0,0,0,0,0
微笑む,笑う,5.8,2,7,6,7,7
微笑をうかべた,ひっこり笑った,6,8,6,4,6,6
微笑んだ,にんまりした,6.6,7,8,3,7,8
漂う,ある,1.6,1,3,0,2,2
漂う,あふれる,0.2,0,1,0,0,0
漂った,揺れ動いた,5.6,6,9,5,6,2
漂った,浮いた,6.2,8,6,6,7,4
漂った,浮遊した,6.2,6,7,6,8,4
表された,描写された,6.6,8,7,9,6,3
表した,書いた,5.2,7,5,3,6,5
表した,示した,7.2,7,6,8,8,7
表す,示す,7.6,7,7,9,8,7
表に出た,露出した,7.6,10,8,6,7,7
表に出る,示される,5.6,5,7,2,7,7
表に出る,反映される,5.2,6,6,2,6,6
表に出る,具現化する,6.4,9,6,6,6,5
表れた,顕著化した,7,7,9,5,7,7
表れた,表現された,7.4,7,8,9,7,6
表れている,出ている,5.2,4,6,5,7,4
表れている,見えている,6.8,7,7,7,7,6
表れる,具現化する,5.8,8,6,3,7,5
表れる,見てとれる,6.2,5,6,7,7,6
表れる,表面化する,8.2,9,9,8,7,8
表現されている,表れている,7.4,7,9,9,7,5
表現した,表した,8,9,8,9,8,6
表現する,表している,7.8,10,9,6,8,6
表示された,表記された,7.8,8,10,8,7,6
表示した,記した,6.8,9,6,6,7,6
表示した,示した,8.2,8,9,9,8,7
表示した,掲載した,6.8,8,7,7,6,6
表示する,表す,8.2,10,9,9,7,6
表彰した,讃えた,7.2,7,9,7,6,7
表面化した,出現した,6.2,8,6,6,7,4
表面化した,取り沙汰された,5.2,6,5,5,7,3
表面化する,見える,5.4,6,7,2,6,6
表面化する,顕在化する,7.6,9,8,5,8,8
病んだ,衰退した,4.2,6,2,6,5,2
病んだ,蝕んだ,6.8,9,6,6,7,6
病んだ,もんだ,0.4,0,2,0,0,0
病気になった,病んだ,8.8,9,10,7,8,10
不安定になった,荒れた,5.2,7,6,4,6,3
不安定になった,壊れた,5.8,8,6,6,5,4
付けた,着用した,6.8,5,8,7,7,7
付けた,使った,2.4,3,3,1,5,0
付け加えた,つけた,7.8,8,9,9,7,6
付け足した,追加解説した,5.4,4,7,4,7,5
付け足す,つける,5.8,7,3,6,7,6
付け足す,付ける,5.8,7,3,6,7,6
富んだ,あふれた,5.6,6,6,4,7,5
浮かび上がった,露呈した,6,8,7,6,7,2
浮かび上がった,浮かんだ,7.6,8,9,7,8,6
浮かび上がった,出てきた,5.6,7,6,6,7,2
浮かび上がる,表れる,5.4,5,7,6,7,2
浮かんだ,発覚した,4.2,4,6,3,6,2
浮かんだ,表面化した,6,6,8,7,7,2
浮かんだ,上がった,6,7,6,8,5,4
浮上した,登場した,5.8,8,6,7,4,4
浮上した,表面化した,6.4,7,9,8,6,2
浮上した,上がった,6.8,8,8,7,7,4
符合した,合った,6.4,8,5,5,7,7
符合した,合致した,7.6,9,7,7,8,7
腹が立つ,苛々しい,7.8,8,7,9,7,8
覆った,閉じた,3.2,0,4,5,7,0
分かち合う,分割する,7.6,8,6,9,8,7
分けた,割当した,7.4,8,7,6,8,8
分け与える,分ける,7.6,9,8,6,7,8
分配する,分割する,7,5,9,6,7,8
分配する,配る,7.8,6,9,9,7,8
分配する,分ける,7.8,6,9,9,7,8
粉末にする,砕く,5.6,7,5,7,7,2
聞いた,お教えしてもらった,4.8,7,4,2,7,4
聞き入れる,了承する,7,5,9,8,8,5
聞き入れる,承認する,7.4,9,8,7,8,5
聞き入れる,応じる,7.6,9,8,8,7,6
閉じた,引いた,0.6,0,0,0,3,0
返した,弁済した,7,7,6,8,7,7
弁済した,返済した,7.4,8,8,6,8,7
捕まえた,採られた,3.8,0,5,3,5,6
補足した,付け加えした,7.4,9,7,8,7,6
補足した,付け加えた,7.2,8,7,8,7,6
崩れた,跳ねた,0,0,0,0,0,0
崩れやすい,割れやすい,5.4,7,8,5,7,0
崩壊する,崩れる,8.2,9,8,7,8,9
亡くなった,死亡した,8.8,7,10,9,8,10
亡くなった,絶滅した,7.4,9,9,7,6,6
亡くなった,死去した,9.2,10,9,9,8,10
亡くなった,他界した,9.2,10,9,9,8,10
亡くなる,死去した,9,9,9,9,8,10
望む,臨む,0,0,0,0,0,0
翻弄された,はまった,3.4,4,6,2,5,0
埋もれた,入り込んだ,2.8,4,2,0,6,2
抹消する,除く,6.2,8,6,6,7,4
抹消する,排除する,6.6,8,7,6,6,6
満ちる,溢れる,6,5,8,4,6,7
満ちる,あふれる,6.6,8,5,7,6,7
満ちる,ある,2.8,3,5,2,2,2
夢中になる,のめり込む,8.4,9,8,9,8,8
無くした,なくした,10,10,10,10,10,10
無くす,除く,7.2,4,8,9,7,8
無くす,排除する,7.8,6,9,9,7,8
無くす,除去する,7.8,9,8,7,7,8
無くそうとする,排除する,7.4,9,6,7,7,8
無くそうとする,除去する,6.2,7,4,5,7,8
無くなった,滅びた,6,4,6,6,7,7
無くなった,消滅した,7.8,7,8,9,8,7
無くなった,消えた,8.2,9,9,8,7,8
無くなる,減る,6,7,5,8,5,5
名乗り出た,称した,5.4,8,4,5,4,6
明記された,載った,6,5,7,5,6,7
明記された,記載された,7.2,9,7,7,6,7
明記された,記された,7.8,8,9,9,6,7
明記した,示した,6,3,7,6,6,8
明記した,記した,7.6,8,9,8,6,7
明記する,明らかにする,6.4,5,8,6,6,7
明言した,現れた,2,0,5,2,3,0
明言した,言った,7.4,7,8,8,6,8
明示した,提示した,6.4,5,8,5,7,7
明白になる,具現化する,5.8,8,6,3,5,7
明白になる,表面化する,7.6,9,9,6,6,8
明白になる,見える,5.4,4,3,6,6,8
迷う,止める,1.6,0,4,1,3,0
滅亡した,消失した,6.8,5,9,7,6,7
滅亡した,消えた,7.2,8,6,9,6,7
滅亡した,無くなった,7.8,9,9,8,6,7
目を閉じた,つむった,8.2,10,9,6,8,8
目を閉じた,つぶった,7.4,6,9,6,8,8
目立つ,合う,0.4,0,2,0,0,0
問題になる,喧嘩する,4.2,6,3,3,4,5
問題になる,争う,5.8,7,8,5,4,5
問題になる,言い争う,4.2,4,5,3,4,5
悶える,乱れる,5,6,7,6,6,0
薬を出した,処方した,8.4,9,10,8,7,8
与えた,出した,3,5,1,2,5,2
様子見した,見た,6.2,8,7,6,5,5
溶ける,おわる,0.8,0,2,0,0,2
用心する,恐れる,5.2,4,5,6,7,4
頼みこんだ,お願いした,7.4,8,7,7,8,7
頼み込む,嘆願する,8,9,8,8,8,7
乱れた,荒れた,6.8,8,7,6,7,6
乱れた,荒廃した,7.6,8,8,9,7,6
乱れていく,違っていく,3.6,5,4,4,2,3
乱れている,波だっている,4.6,5,6,7,5,0
立ち向かう,挑む,7.6,9,7,9,7,6
立ち向かった,挑戦した,7.2,9,9,6,7,5
流し込む,敷く,1,3,2,0,0,0
了解した,認めた,7,6,9,7,7,6
了解した,承認した,8,9,9,7,7,8
了解する,受け入れる,7,7,7,7,7,7
了承した,承認した,7.4,4,9,8,8,8
了承した,受け入れた,8,9,8,9,7,7
了承した,同意した,8.2,9,8,9,7,8
了承した,承諾した,8.2,8,9,8,8,8
冷んやりする,冷えた,7.4,8,7,6,9,7
連携した,協力した,7.4,8,8,7,7,7
連携する,提携する,7.6,9,8,8,6,7
連帯した,団結した,7.4,9,7,7,6,8
連帯した,連携した,7.8,9,8,8,6,8
連帯した,共同した,7.2,8,8,7,7,6
連帯した,協力した,7.8,8,8,8,7,8
連帯する,協力する,7,7,6,7,7,8
連動した,連携した,7.4,8,8,9,5,7
連動した,協力した,6.6,7,7,8,3,8
露出した,さらされた,7.8,9,8,8,8,6
露呈した,表面化した,6.6,5,7,7,7,7
露呈した,出てきた,6.8,8,8,6,6,6
露呈した,出現した,7.4,8,9,8,5,7
露呈した,発覚した,7.4,8,8,8,6,7
老熟した,円熟した,7,8,5,7,7,8
老熟した,成熟した,6.6,8,7,7,5,6
論議した,話し合った,7.6,10,6,7,8,7
論議した,言い争いした,6,7,5,7,5,6
論議した,検討した,6.4,5,6,7,6,8
論議した,審議した,6.6,8,6,7,5,7
論議した,議論した,9.2,10,9,9,9,9
論議する,討論する,8,10,6,7,8,9
論議する,討議する,8.4,10,7,8,8,9
論議する,話し合って検討する,8.2,10,8,8,8,7
論議する,審議する,6.6,6,6,8,6,7
論議する,議論する,9,10,8,9,9,9
論議する,話し合う,8,8,8,9,7,8
論争した,言い争いした,7.4,6,10,8,7,6
論争した,議論した,7.4,6,9,8,6,8
和らげた,緩和した,6.8,6,9,5,8,6
話し合いした,討議した,7.4,10,6,7,7,7
話し合いした,検討した,6.4,8,6,5,6,7
話し合いをした,話あった,8.8,9,10,8,9,8
話し合いをした,議論した,8.4,9,10,8,7,8
話し合いをする,話し合う,9.4,10,9,9,9,10
話し合いをする,議論する,8.6,10,9,9,7,8
話し合った,議論した,7.6,6,9,8,7,8
話し合った,討論した,7.6,9,8,7,6,8
話し合って検討する,議論する,7.4,5,9,7,8,8
話し合って検討する,討論する,7.8,9,8,7,7,8
揉んだ,した,0.4,0,1,0,1,0
揉んだ,もんだ,10,10,10,10,10,10
瞑った,つぶった,10,10,10,10,10,10
瞑る,つぶる,10,10,10,10,10,10
綺麗に見える,引き立つ,6.4,7,7,4,7,7
綺麗に見える,見栄えする,7.4,8,7,7,7,8
躊躇している,ためらっている,7.8,5,10,8,8,8
騙る,名乗る,3,4,5,5,1,0
見守る,見張る,7.4,6,8,7,8,8
アクセントになる,目立つ,8,6,9,10,8,7
アクセントになる,良く見える,6.8,6,8,9,5,6
アクセントになる,引き立つ,7.8,7,7,8,8,9
あしらう,飾る,5.2,6,2,9,8,1
あしらってる,ついている,3.6,6,1,4,6,1
あらわになった,持ち上がった,3.4,3,2,3,2,7
あらわになった,上がった,2.8,3,3,2,1,5
あらわになる,露呈する,8.6,8,9,9,9,8
ある,隠している,1,0,0,3,0,2
うかがう,見つける,2.6,0,4,5,2,2
うかがった,受けた,2.8,3,1,8,0,2
うかがった,聴いた,8.2,8,6,10,8,9
うつされた,罹った,7.6,6,9,9,6,8
うつる,罹る,8.2,6,10,9,8,8
うもれた,はまった,7.6,6,9,10,7,6
うもれた,入った,6,5,8,6,8,3
おさめた,留めた,5.8,5,9,8,3,4
おわる,無くなる,6.6,5,8,10,7,3
おわる,消える,6.8,5,9,10,7,3
お願いする,依頼する,8.4,7,9,10,8,8
お願いする,嘆願する,8.4,7,9,10,9,7
かざった,つけた,7.6,6,7,10,7,8
かすかな,消え入りそうな,7.6,8,8,9,9,4
ぐしゃぐしゃになった,跳ねた,3.4,0,7,0,7,3
ぐしゃぐしゃになった,荒れた,6.8,6,8,8,6,6
くばられた,配分された,8.8,8,9,10,9,8
くばられる,分け与える,8.4,8,9,9,7,9
コーディネートした,あしらった,5,7,3,8,6,1
こじらせた,ひいた,6.8,5,8,10,6,5
こすった,拭った,6.8,6,10,9,7,2
消えた,死亡した,6.4,6,9,8,8,1
消えた,他界した,7.2,6,9,9,8,4
いない,亡くなった,7.2,6,9,9,7,5
いない,逝った,7.2,6,9,10,7,4
いない,永眠した,6.2,6,8,7,7,3
いない,死去した,6.4,6,8,8,7,3
いない,亡くした,6.2,6,8,7,7,3
こんがらがった,込み入った,7.4,8,8,5,8,8
こんもりとした,盛り上がった,6.8,8,7,8,8,3
こんもりとした,少し盛り上がった,6.6,7,5,9,9,3
さかのぼる,順に見る,6.4,4,6,10,8,4
さまよった,揺れ動いた,6.2,6,8,7,7,3
さまよった,ゆらゆら動いた,6,6,7,6,8,3
さまよった,浮かんだ,5.4,5,9,4,7,2
しける,荒れる,8.6,7,8,10,9,9
じめじめした,うざったい,5.6,5,7,8,4,4
しめた,着けた,5.8,6,5,9,6,3
しゃくにさわる,怒る,6.8,5,8,8,7,6
せずにいる,外す,3.2,1,8,2,3,2
たぐった,なぞった,5.8,5,9,6,5,4
たどる,行く,5.6,5,9,5,6,3
ちりばめている,ついている,4.6,6,5,3,6,3
ちりばめている,使用している,4,4,8,2,5,1
ついている,使用している,5.8,4,8,7,6,4
つかまった,入った,4.4,4,7,6,2,3
つかまった,巻き込まれた,6,5,8,9,5,3
つけた,飾った,7.6,6,8,10,8,6
つけた,添えた,7.6,7,9,8,8,6
とらわれた,飲み込まれた,6.8,7,6,8,7,6
とらわれた,はまった,7.2,7,7,9,7,6
ないがしろにする,欠かす,5.6,6,8,4,7,3
ないがしろにする,外す,6.2,6,8,7,7,3
ないがしろにする,なくす,4,5,7,0,6,2
なおした,示した,2.4,0,8,2,0,2
にこにこした,微笑んだ,7.6,7,9,6,8,8
にじみ出る,映る,5.2,5,9,5,4,3
にじみ出る,出る,6.8,7,9,7,6,5
のせた,付け加えた,7.2,6,9,8,7,6
はさみこんだ,つかんだ,5.2,5,8,5,2,6
はずす,抜く,7.4,6,8,9,8,6
はまれば,当たれば,6.2,6,8,7,1,9
はめこむ,つける,6.4,6,7,8,8,3
はめられた,入った,5,6,7,3,7,2
はめる,通す,6.2,5,8,7,6,5
ひいた,感染した,7.4,6,8,9,8,6
ひいた,敷いた,7.2,7,9,9,8,3
ひいた,入れた,4.8,2,9,4,6,3
ひく,砕く,6,6,8,8,6,2
ひく,継承する,6.8,7,7,9,5,6
ひく,引き継ぐ,7.8,8,9,8,8,6
ひく,なくなる,4.8,6,7,8,0,3
お願いをする,熱願する,8.4,7,9,9,8,9
ぴったりと付いた,はまった,6.4,6,8,7,8,3
マッチする,合う,9.2,8,10,10,9,9
まとまった,荒れた,0.6,0,0,0,0,3
むき出しになった,突出した,6.6,7,9,9,6,2
もめた,争った,8.4,7,9,10,9,7
やめる,欠く,6,5,8,8,6,3
哀願する,お願いする,8.4,7,9,10,8,8
哀願する,願う,8.2,7,9,9,8,8
意味した,表した,7.6,7,9,8,7,7
一致する,合う,8.8,7,9,10,9,9
引きたった,あった,4.4,2,8,8,1,3
引きたった,合った,4.8,5,7,8,1,3
引きたった,似合った,5,5,7,7,2,4
引き合いにした,使った,6.8,6,9,8,7,4
引き締める,冷やす,3.6,4,4,9,0,1
引き立つ,見える,6.6,6,8,8,8,3
引用した,使用した,7.8,6,9,10,8,6
引率する,指揮する,7.2,6,8,9,7,6
隠し持った,持った,7.4,6,8,8,8,7
隠し持った,持ち合わせた,6.6,6,8,7,8,4
映える,調和する,7.4,8,9,8,5,7
映える,合う,7.8,7,9,9,6,8
