word1,word2,mean,ano1,ano2,ano3,ano4,ano5,ano6,ano7,ano8,ano9,ano10,tag,mecab,ambiguity
務め,業務,8,8,7,8,9,8,8,7,7,8,5,noun,yes,no
勤め,役回り,6.8,7,5,7,10,5,3,7,4,8,4,noun,yes,no
勤め,業種,6.8,5,6,7,9,7,6,6,6,7,0,noun,yes,no
勤め,役割,6.4,6,1,9,9,7,9,8,6,6,1,noun,yes,no
勤め,任務,8,8,7,8,9,8,7,7,8,9,7,noun,yes,no
原因,動因,7.6,9,5,9,9,6,6,9,7,7,10,noun,yes,no
原因,要因,7.4,6,6,8,9,8,7,8,7,9,7,noun,yes,no
原因,引き金,8,7,7,8,10,8,8,8,6,9,7,noun,yes,no
原因,きっかけ,7.8,10,6,7,10,6,9,8,5,8,7,noun,yes,no
原因,トリガー,7.4,7,7,9,9,5,7,7,7,6,2,noun,yes,no
原因,発端,8.2,8,6,9,10,8,8,7,9,6,8,noun,yes,no
合言葉,スローガン,7,7,0,10,10,8,7,9,9,9,6,noun,yes,no
合言葉,標語,4,0,0,7,8,5,9,7,4,8,0,noun,yes,no
合言葉,キャッチフレーズ,6.2,6,0,8,9,8,9,8,8,8,3,noun,yes,no
合言葉,謳い文句,5.6,6,0,5,9,8,8,7,9,7,1,noun,yes,no
名目,売り文句,4.8,0,2,6,9,7,0,4,4,7,3,noun,no,n/a
名目,うたい文句,5.6,0,8,6,9,5,1,5,4,8,6,noun,yes,no
名目,謳い文句,6.4,1,7,7,9,8,3,8,7,8,7,noun,yes,no
呼び水,トリガー,7,8,3,9,7,8,9,8,9,8,1,noun,yes,no
問題,ウィークポイント,6.4,3,6,8,9,6,6,6,7,7,6,noun,no,n/a
問題,泣き所,5,7,0,9,5,4,6,6,8,7,6,noun,yes,no
問題,弱点,6,8,2,8,5,7,3,5,5,7,8,noun,yes,no
問題,問題点,7.4,7,7,7,9,7,8,6,7,9,7,noun,yes,no
問題,短所,5.4,2,2,7,9,7,3,7,6,7,4,noun,yes,no
問題,難点,7.4,7,4,9,9,8,8,8,8,7,6,noun,yes,no
問題,欠点,7.2,7,3,9,9,8,9,7,9,7,7,noun,yes,no
問題点,ウィークポイント,7.4,6,5,9,9,8,7,8,9,5,6,noun,no,n/a
問題点,難点,7,7,4,9,9,6,9,7,9,6,6,noun,yes,no
固体,物質,5.6,4,7,5,8,4,9,3,5,3,6,noun,yes,no
国民,庶民,8,6,7,10,9,8,8,9,9,6,8,noun,yes,no
国民,皆,6.6,6,2,9,8,8,6,7,9,7,8,noun,yes,no
国民,人々,7.6,6,7,9,8,8,6,8,9,7,8,noun,yes,no
国民,民衆,8.2,7,7,10,9,8,8,8,9,6,9,noun,yes,no
国民,聴衆,6.2,6,5,6,8,6,5,6,4,8,6,noun,yes,no
国民,世間,6.6,6,4,5,10,8,6,6,6,8,7,noun,yes,no
国民,人,7.4,7,6,7,10,7,8,6,8,6,8,noun,yes,no
国民,民,8.4,7,10,8,10,7,7,7,9,7,8,noun,yes,no
国民,人民,8.2,7,8,9,10,7,9,6,9,7,8,noun,yes,no
国民,大衆,8,6,7,8,10,9,8,7,9,7,7,noun,yes,no
国民,群衆,7.8,6,7,8,9,9,9,6,9,7,6,noun,yes,no
基幹人員,重役,7.6,6,7,9,8,8,7,7,9,8,8,noun,no,n/a
基幹人員,上層部,7,5,6,7,9,8,7,7,7,7,4,noun,no,n/a
基本,テーマ,5.6,5,5,9,4,5,4,8,0,7,9,noun,yes,no
基本,要点,5,5,1,9,6,4,7,8,8,6,8,noun,yes,no
基本,骨格,3.8,0,0,9,3,7,3,7,9,0,8,noun,yes,no
基本,もと,8.8,8,10,9,9,8,4,9,9,9,10,noun,yes,no
基本,骨組み,6.8,7,7,5,9,6,6,5,8,7,8,noun,yes,no
基本,傾向,3.8,2,3,3,6,5,2,8,7,6,5,noun,yes,no
基本,背骨,5.6,0,6,7,8,7,6,4,7,7,4,noun,yes,no
基本,地色,6.6,5,6,5,9,8,3,6,4,8,2,noun,yes,no
基本,ベース,8.4,7,8,8,10,9,10,9,6,9,6,noun,yes,no
基本,基準,8.2,7,8,9,10,7,8,6,8,4,7,noun,yes,no
基本,基礎,9.2,8,10,10,10,8,9,7,9,7,7,noun,yes,no
基本,基盤,8.6,8,8,9,10,8,8,8,9,8,6,noun,yes,no
基本,中心,4.6,0,0,8,9,6,6,7,5,2,4,noun,yes,no
基本,軸,7.2,5,7,8,9,7,5,7,9,1,6,noun,yes,no
基本,基調,7.6,8,5,9,9,7,9,7,8,8,5,noun,yes,no
基本,方針,5.4,7,2,7,5,6,8,7,8,1,5,noun,yes,no
基本的動向,基本,4.2,4,1,8,5,3,4,4,7,4,7,noun,no,n/a
基本的動向,基盤,5.4,5,2,6,9,5,3,7,5,7,4,noun,no,n/a
基本的動向,基調,6.8,6,4,8,9,7,9,7,6,7,7,noun,no,n/a
基本的動向,ベース,5.8,7,0,7,8,7,9,7,8,7,4,noun,no,n/a
基準,傾向,5,5,1,5,7,7,3,6,5,5,0,noun,yes,no
基準,基調,5.8,7,3,9,7,3,7,9,9,8,8,noun,yes,no
基礎,骨格,3.2,0,0,9,0,7,8,7,8,0,7,noun,yes,no
基礎,背骨,3.4,2,0,9,1,5,6,6,8,0,5,noun,yes,no
基礎,基調,7.6,9,5,9,8,7,6,9,9,6,9,noun,yes,no
基礎,骨組み,7,6,8,5,9,7,8,7,5,8,6,noun,yes,no
基礎,基盤,8,8,5,8,10,9,9,7,8,8,7,noun,yes,no
基調,ベース,8.6,8,8,10,8,9,8,9,9,10,8,noun,yes,no
基調,骨組み,3.8,0,0,9,5,5,3,7,8,0,8,noun,yes,no
基調,地色,6.4,6,7,9,2,8,6,8,8,8,7,noun,yes,no
基調,軸,5.6,1,5,7,8,7,8,6,6,8,3,noun,yes,no
基調,骨格,5.4,0,5,6,9,7,6,6,6,8,3,noun,yes,no
基調,背骨,5.2,0,6,6,9,5,8,3,6,8,4,noun,yes,no
基調,基盤,6.6,6,5,8,9,5,9,6,8,8,1,noun,yes,no
報酬,給料,8,9,6,10,9,6,8,8,9,7,9,noun,yes,no
報酬,ファイトマネー,6.4,5,6,6,10,5,6,3,2,9,6,noun,yes,no
報酬,ギャランティー,8.8,9,9,8,10,8,8,8,9,7,9,noun,yes,no
報酬,賃金,7.6,8,4,9,10,7,7,9,9,8,7,noun,yes,no
境内,神社内,6.8,8,5,8,6,7,8,7,9,9,9,noun,no,n/a
境内,寺社内,7.4,8,5,9,7,8,8,7,9,9,9,noun,no,n/a
境内,本殿内,6,4,6,7,9,4,7,3,6,5,6,noun,no,n/a
境内,寺中,6,8,2,9,7,4,6,7,9,8,8,noun,yes,no
境内,神域,5.2,3,2,7,8,6,4,7,6,8,5,noun,yes,no
境内,構内,5.6,2,6,4,9,7,4,3,2,7,5,noun,yes,no
境内,寺内,6.4,7,5,7,8,5,8,7,9,8,6,noun,yes,no
売り文句,うたい文句,8.4,8,8,9,9,8,7,7,8,9,10,noun,no,n/a
外車,大型高級車,6.6,7,7,9,5,5,3,7,7,6,8,noun,no,n/a
外車,リムジン,5.8,5,8,9,5,2,2,6,5,5,7,noun,yes,no
大筋,全容,7.8,7,6,8,9,9,8,6,8,9,8,noun,yes,no
大筋,要点,7.6,8,4,9,9,8,7,6,9,8,8,noun,yes,no
大筋,要旨,7.6,7,7,7,9,8,7,8,8,9,7,noun,yes,no
大筋,概略,7.2,4,6,8,10,8,10,8,9,9,7,noun,yes,no
大筋,主要,6.2,6,3,6,9,7,3,6,3,7,6,noun,yes,no
大筋,概要,7.6,5,8,7,10,8,10,7,8,8,6,noun,yes,no
大筋,あらまし,8.6,7,10,9,9,8,8,7,8,9,8,noun,yes,no
大筋,大要,8.2,8,7,9,9,8,10,8,8,9,7,noun,yes,no
大衆,聴衆,6.2,7,4,7,9,4,4,6,4,9,6,noun,yes,no
大衆,市井,5.6,0,4,7,10,7,5,6,7,7,6,noun,yes,no
大衆,庶民,7,6,4,8,10,7,9,6,9,7,6,noun,yes,no
大衆,世間,6.8,6,3,8,10,7,9,6,9,7,5,noun,yes,no
始まり,第一番,6.2,7,2,9,7,6,8,6,8,8,6,noun,no,n/a
始まり,手始め,7.2,8,3,9,8,8,6,8,9,10,10,noun,yes,yes
始まり,はじめ,8.6,8,10,10,7,8,7,7,9,10,10,noun,yes,yes
始まり,皮切り,6.8,8,2,9,7,8,7,7,8,8,10,noun,yes,yes
始まり,最初,8.8,8,9,10,9,8,6,10,9,10,10,noun,yes,yes
始まり,端緒,6.8,8,0,9,10,7,6,6,7,8,6,noun,yes,yes
始まり,筆頭,5.4,5,2,5,8,7,6,7,8,8,6,noun,yes,yes
始まり,皮きり,6.6,7,2,8,8,8,8,7,7,7,6,noun,yes,yes
始め,一番手,6.6,7,3,9,7,7,6,9,8,8,9,noun,no,n/a
始め,第一番,7.2,8,2,8,9,9,8,6,4,7,3,noun,no,n/a
始め,最初,8.6,9,7,10,9,8,7,8,9,10,10,noun,yes,no
始め,手始め,7.6,9,6,9,7,7,7,7,9,10,10,noun,yes,no
始め,一番,6,8,1,7,6,8,9,5,4,8,7,noun,yes,no
始め,端緒,6.4,2,6,8,8,8,6,6,6,8,6,noun,yes,no
始め,トップ,6,7,6,4,5,8,6,5,4,8,5,noun,yes,no
始め,始まり,8.6,10,8,8,10,7,7,8,7,9,9,noun,yes,yes
始め,皮切り,7.2,7,4,8,9,8,8,6,9,7,6,noun,yes,no
始め,先頭,6.6,6,3,8,8,8,8,7,8,8,6,noun,yes,no
始め,筆頭,5.6,6,3,5,6,8,6,6,9,8,5,noun,yes,no
始め,目玉,3,0,0,5,6,4,9,6,4,1,1,noun,yes,no
姿勢,現状,3,4,0,5,3,3,3,7,0,4,6,noun,yes,no
姿勢,形,5,5,0,9,7,4,3,6,8,5,8,noun,yes,no
姿勢,体位,7.6,8,6,7,9,8,9,8,7,8,4,noun,yes,no
姿勢,体勢,8.4,7,8,9,10,8,8,3,8,9,7,noun,yes,no
姿勢,上半身,4,5,2,5,7,1,9,3,1,2,2,noun,yes,no
定め,天命,8.4,7,9,8,10,8,6,8,8,7,6,noun,yes,no
宿命,宿因,5.6,0,5,6,10,7,8,8,7,8,5,noun,no,n/a
宿命,天命,8.6,8,10,9,9,7,8,8,9,9,8,noun,yes,no
宿命,定め,8.8,8,10,10,8,8,8,6,9,8,9,noun,yes,no
寺内,寺社内,6.6,8,9,9,1,6,9,8,9,9,10,noun,no,n/a
寺内,神域,4.4,5,2,7,7,1,6,7,4,7,5,noun,yes,no
寺内,構内,5.8,6,1,8,9,5,5,6,10,7,5,noun,yes,no
寺内,敷地,4.4,6,2,4,8,2,8,4,8,7,2,noun,yes,no
寺社内,構内,5.8,7,2,9,5,6,3,3,0,7,7,noun,no,n/a
寺社内,神社内,4.6,2,2,9,9,1,6,7,5,0,0,noun,no,n/a
寺社内,本殿内,5.2,6,2,7,9,2,7,7,9,8,4,noun,no,n/a
専門書,典拠,4.2,4,1,3,9,4,6,5,7,7,6,noun,no,n/a
川べり,河原沿い,7.4,6,6,8,9,8,7,7,7,8,6,noun,no,n/a
川べり,河川敷,7.2,8,6,9,6,7,8,5,9,9,8,noun,yes,no
川原,河原沿い,7.2,6,6,8,9,7,7,6,6,8,6,noun,no,n/a
川原,川べり,7.2,8,6,8,7,7,8,7,7,9,9,noun,yes,no
川原,河原,8.4,6,10,9,9,8,10,8,9,8,10,noun,yes,no
川原,河川敷,7.2,7,4,8,9,8,8,7,6,9,8,noun,yes,no
川沿い,河原沿い,8,9,6,9,8,8,7,7,8,9,9,noun,no,n/a
川沿い,河原,7,6,5,7,9,8,8,6,7,7,7,noun,no,n/a
川沿い,河川敷,7.2,6,6,8,9,7,9,7,7,7,7,noun,no,n/a
己,自分自身,8.8,9,7,10,9,9,9,6,9,9,10,noun,yes,no
己,自己,8.4,8,6,10,10,8,10,9,9,9,8,noun,yes,no
己,私,8.2,8,4,10,10,9,9,9,10,9,7,noun,yes,no
己れ,自己,8.4,7,7,9,10,9,10,9,6,9,7,noun,no,n/a
己れ,我,7.4,3,7,8,10,9,10,9,7,9,7,noun,no,n/a
市民,民衆,7.2,7,7,9,5,8,9,9,9,8,8,noun,yes,no
市民,聴衆,7.8,8,7,9,7,8,6,6,9,7,7,noun,yes,no
市民,世間,7.8,7,6,9,9,8,5,7,9,7,9,noun,yes,no
市民,人民,8.2,7,7,10,9,8,7,9,9,7,8,noun,yes,no
市民,国民,7.4,7,7,6,9,8,6,7,4,9,9,noun,yes,no
市民,一般市民,8.2,7,8,8,10,8,9,6,6,9,8,noun,yes,no
市民,皆,5.6,3,2,7,9,7,7,6,6,9,6,noun,yes,no
市民,大衆,7.6,7,6,7,10,8,8,6,7,9,7,noun,yes,no
市民,庶民,7.6,7,6,7,10,8,7,7,5,9,7,noun,yes,no
市民,一般人,7.4,7,5,7,10,8,6,6,9,7,8,noun,yes,no
市民,群衆,7.6,6,6,8,10,8,9,6,9,7,6,noun,yes,no
市民,衆人,7.4,6,7,7,10,7,8,6,9,7,6,noun,yes,no
市民,民,7,6,4,8,10,7,9,6,9,7,6,noun,yes,no
幹部,基幹人員,8,7,7,9,10,7,5,7,9,6,9,noun,no,n/a
幹部,重役,8,7,7,9,8,9,8,7,9,9,8,noun,yes,no
幹部,主要人物,6.8,5,5,8,9,7,5,8,8,8,8,noun,yes,no
幹部,重鎮,7.4,7,6,7,9,8,7,7,7,8,7,noun,yes,no
庶民,聴衆,6.8,7,7,9,7,4,7,6,8,8,2,noun,yes,no
庶民,皆,7.2,7,5,9,7,8,6,7,9,8,8,noun,yes,no
庶民,世間,6.6,5,6,6,10,6,8,7,6,9,2,noun,yes,no
庶民,衆人,7.8,5,8,8,10,8,10,6,9,7,7,noun,yes,no
引き金,引き鉄,3.4,0,0,1,9,7,9,9,9,8,9,noun,no,n/a
引き金,要因,8.2,8,8,9,8,8,8,4,9,10,8,noun,yes,no
引き金,引金,9.2,10,8,10,9,9,10,10,10,10,10,noun,yes,no
引き金,呼び水,6,8,1,6,8,7,8,8,6,8,3,noun,yes,no
引き金,動因,7.4,8,7,8,9,5,9,7,7,8,6,noun,yes,no
引き金,レバー,7.4,5,8,8,9,7,5,7,8,8,7,noun,yes,no
引き金,契機,6.8,7,1,9,9,8,8,6,7,8,2,noun,yes,no
引き金,トリガー,8.4,8,7,9,10,8,9,9,9,8,7,noun,yes,no
引金,引き鉄,5.6,8,2,9,2,7,9,8,9,9,10,noun,no,n/a
弱み,悪点,6,1,6,8,9,6,5,8,0,8,4,noun,no,n/a
弱み,欠点,7.4,8,2,10,9,8,9,9,7,8,9,noun,yes,no
弱み,問題点,6.4,8,3,9,6,6,7,8,9,8,8,noun,yes,no
弱み,問題,6.2,8,1,9,6,7,7,8,7,7,7,noun,yes,no
弱み,短所,8,9,6,10,7,8,9,10,8,9,8,noun,yes,no
弱み,難点,7.2,5,7,8,9,7,7,7,7,7,5,noun,yes,no
弱み,弱点,8.8,8,8,10,10,8,9,9,8,9,7,noun,yes,no
弱点,悪点,6.6,3,6,8,9,7,4,8,0,8,6,noun,no,n/a
弱点,ウィークポイント,9.4,9,10,10,10,8,10,9,10,9,9,noun,no,n/a
弱点,難点,5.6,8,2,9,6,3,8,8,9,8,8,noun,yes,no
弱点,問題点,7.8,8,6,8,9,8,4,8,6,7,6,noun,yes,no
弱点,短所,7.8,8,7,8,9,7,4,9,8,8,7,noun,yes,no
形,体勢,4.8,5,0,6,8,5,8,7,7,5,4,noun,yes,no
形態,多様性,2.6,0,1,4,6,2,1,3,2,6,3,noun,yes,no
彩り,色調,8,8,7,9,10,6,9,6,9,7,7,noun,yes,yes
彩り,色彩,8.6,8,8,9,10,8,9,7,8,7,6,noun,yes,yes
役割,職分,7.6,8,4,10,9,7,8,8,9,7,8,noun,yes,no
役割,役回り,7.8,8,6,8,10,7,3,7,7,9,6,noun,yes,no
役割,業種,6.2,6,6,7,8,4,6,7,8,4,6,noun,yes,no
役割,業務,7.4,8,7,8,9,5,6,7,8,7,4,noun,yes,no
役割,職務,7.4,7,5,8,9,8,6,7,8,7,4,noun,yes,no
役割,責務,7.2,7,5,7,9,8,9,7,8,7,2,noun,yes,no
役割,務め,8.2,8,8,8,9,8,9,7,8,8,7,noun,yes,no
役割,任務,8.2,8,8,8,9,8,9,7,9,9,7,noun,yes,no
役員,幹部,8.2,8,7,8,9,9,8,6,9,8,7,noun,yes,no
役員,上層部,7.2,6,7,8,7,8,8,7,7,9,6,noun,yes,no
役員,重鎮,7.4,6,7,8,9,7,8,8,7,8,6,noun,yes,no
役員,要人,7,8,3,7,9,8,8,6,6,7,7,noun,yes,no
役員,重役,6.6,7,2,6,9,9,6,6,8,6,7,noun,yes,no
役目,職務,7.4,8,7,9,7,6,7,7,9,6,9,noun,yes,no
役目,業種,5.4,7,2,9,7,2,7,8,8,7,8,noun,yes,no
役目,業務,7,7,4,9,9,6,5,6,8,7,8,noun,yes,no
役目,役割,8.6,9,7,10,9,8,9,8,9,9,9,noun,yes,no
役目,任務,8.8,8,8,9,10,9,7,8,9,9,8,noun,yes,no
役目,勤め,6.4,3,5,7,9,8,4,7,4,9,5,noun,yes,no
役目,職分,6.6,4,6,7,9,7,6,6,6,8,2,noun,yes,no
役目,責務,7.6,5,7,9,9,8,5,7,7,8,5,noun,yes,no
役目,役回り,8.2,7,8,8,10,8,9,7,9,8,7,noun,yes,no
役目,務め,7.8,8,7,8,9,7,6,7,8,8,6,noun,yes,no
役目,職業,6.4,5,3,7,9,8,9,6,8,8,3,noun,yes,no
心やり,慈悲,6.4,3,7,7,8,7,7,7,6,8,3,noun,yes,no
情報,経歴,3.2,3,0,7,2,4,3,6,5,4,5,noun,yes,no
情報,身元,2.4,0,1,4,5,2,6,3,3,7,3,noun,yes,no
情報,生い立ち,2.6,0,3,4,5,1,5,3,0,5,0,noun,yes,yes
情報,正体,2.2,0,1,3,5,2,0,4,1,6,0,noun,yes,no
情報,素性,2.6,0,1,4,7,1,8,6,4,2,1,noun,yes,no
惹句,キャチコピー,6.6,8,1,10,9,5,6,7,9,7,9,noun,yes,no
慰め,心やり,6,7,1,8,9,5,4,5,8,6,9,noun,yes,no
慰め,慈悲,6.6,7,5,9,6,6,7,8,9,8,7,noun,yes,no
慰め,慰安,6,2,6,5,9,8,3,6,7,9,3,noun,yes,no
慰め,気休め,5.2,4,3,7,5,7,2,6,6,7,5,noun,yes,no
慰め,気遣い,5,5,3,7,3,7,8,3,6,6,7,noun,yes,no
所在,素姓,6.2,6,6,5,7,7,6,6,8,8,5,noun,yes,no
所在,身上,6.4,5,6,8,9,4,6,6,3,6,3,noun,yes,no
所在,素性,5,6,2,5,9,3,9,6,4,1,3,noun,yes,no
手始め,端緒,7.2,8,2,10,8,8,6,6,9,9,9,noun,yes,no
手始め,先頭,7,6,5,9,8,7,4,8,9,8,6,noun,yes,no
手始め,トップ,5.4,6,0,8,7,6,6,7,8,6,7,noun,yes,no
手始め,皮切り,8,8,4,9,10,9,8,7,7,8,7,noun,yes,no
手段,術,7.4,8,4,8,9,8,8,8,9,8,9,noun,yes,no
手段,手法,8.8,8,10,9,9,8,9,9,9,8,10,noun,yes,no
手段,道筋,5.6,4,6,7,6,5,5,8,2,8,5,noun,yes,no
手段,手口,7.6,7,6,8,10,7,8,9,7,9,6,noun,yes,no
手段,すべ,9,8,10,9,10,8,9,8,8,8,6,noun,yes,no
手段,作戦,6.6,3,6,8,9,7,8,7,7,6,7,noun,yes,no
手法,すべ,8.2,7,10,8,9,7,5,8,8,8,6,noun,yes,no
才能,知能,5.8,5,4,7,9,4,5,6,6,7,3,noun,yes,no
才能,知力,6.8,6,5,8,8,7,9,6,5,7,6,noun,yes,no
拠り所,慰め,5.8,2,6,4,9,8,2,7,3,8,2,noun,yes,no
支え,拠り所,7.2,6,6,9,7,8,8,4,9,8,10,noun,yes,no
支え,慰め,5.4,8,0,6,6,7,6,8,8,5,6,noun,yes,no
救い,よりどころ,6.6,10,3,4,9,7,9,7,4,8,4,noun,no,n/a
救い,心やり,6,6,2,8,8,6,3,3,7,6,0,noun,yes,yes
救い,気休め,5.2,7,5,1,5,8,7,7,7,7,6,noun,yes,yes
救い,慈悲,7.8,9,6,8,9,7,6,7,4,9,5,noun,yes,yes
救い,慰安,3,0,0,2,5,8,1,6,4,8,4,noun,yes,yes
救い,慰め,5,2,6,7,3,7,5,6,6,7,6,noun,yes,yes
敷地,寺社内,5,4,4,3,9,5,7,3,3,8,6,noun,no,n/a
敷地,本殿内,5.4,4,5,6,9,3,6,4,3,5,5,noun,no,n/a
敷地,敷地内,7.8,7,7,8,9,8,9,6,6,9,7,noun,yes,no
敷地,構内,6.6,7,1,9,9,7,8,7,5,8,6,noun,yes,no
敷地,寺中,4.2,2,4,4,8,3,5,6,9,4,5,noun,yes,no
敷地,境内,5,7,6,3,8,1,7,4,9,8,4,noun,yes,no
敷地内,寺社内,6.4,4,6,8,9,5,8,3,7,7,3,noun,no,n/a
敷地内,神社内,3.6,2,3,3,9,1,5,4,9,6,4,noun,no,n/a
敷地内,寺中,4.4,3,3,3,9,4,6,3,3,8,3,noun,yes,no
敷地内,境内,4.4,3,1,3,9,6,4,3,4,8,4,noun,yes,no
敷地内,神域,2.8,0,0,2,9,3,6,6,7,4,4,noun,yes,no
敷地内,寺内,5.4,6,3,3,9,6,9,4,9,7,5,noun,yes,no
文書,専門書,6.8,6,5,8,8,7,6,9,8,5,7,noun,no,n/a
文書,書籍ソース,5.4,4,6,6,9,2,3,6,3,8,3,noun,no,n/a
文書,文物,8,10,8,10,8,4,7,7,9,9,7,noun,yes,no
文書,書籍,7.2,6,6,8,10,6,5,8,5,9,5,noun,yes,no
文書,文章,6,6,4,9,9,2,6,6,7,7,8,noun,yes,no
文書,書物,8.4,6,10,9,10,7,9,6,6,8,5,noun,yes,no
文書,典拠,7.2,7,7,7,9,6,5,5,6,7,7,noun,yes,no
文書,論文,6,4,4,6,9,7,10,6,7,8,7,noun,yes,no
文献,書籍ソース,6,6,5,7,6,6,8,3,5,7,5,noun,no,n/a
文献,専門書,6.2,6,6,9,7,3,4,8,8,5,7,noun,no,n/a
文献,文物,7.6,6,6,9,10,7,3,9,9,8,8,noun,yes,no
文献,読み物,7.2,7,9,9,8,3,6,8,9,6,8,noun,yes,no
文献,典拠,5.8,5,4,5,9,6,4,4,6,8,5,noun,yes,no
文献,書籍,8,6,7,9,10,8,8,7,6,7,7,noun,yes,no
文献,文書,8.2,8,7,9,10,7,9,6,8,6,7,noun,yes,no
文献,書物,7.6,7,5,8,10,8,9,6,7,7,7,noun,yes,no
文章,文物,5.8,2,5,9,9,4,7,6,8,4,2,noun,yes,no
文章,文献,6.8,6,7,5,9,7,10,6,9,7,5,noun,yes,no
方法,術,7.8,8,6,9,9,7,8,9,9,9,10,noun,yes,no
方法,すべ,9,8,10,10,9,8,9,7,9,8,10,noun,yes,no
方法,手口,8.6,8,9,9,8,9,8,8,9,8,8,noun,yes,no
方法,作戦,6.6,6,5,9,9,4,4,7,4,8,6,noun,yes,no
方法,道,5.6,0,6,6,9,7,6,7,5,7,5,noun,yes,no
方法,手法,8.4,8,8,9,9,8,7,9,10,8,7,noun,yes,no
方法,手段,8.2,8,7,9,9,8,9,8,9,8,5,noun,yes,no
方法,道筋,6,6,2,6,9,7,9,7,8,5,6,noun,yes,no
方針,テーマ,7.4,8,7,6,9,7,8,6,8,7,8,noun,yes,no
方針,基調,5,0,2,7,8,8,1,6,7,8,5,noun,yes,no
方針,ベース,6.6,5,4,9,8,7,9,7,8,5,6,noun,yes,no
書物,書籍ソース,6.6,6,6,9,8,4,7,7,9,7,9,noun,no,n/a
書物,読み物,7.8,9,9,10,9,2,9,8,9,9,8,noun,yes,no
書物,書籍,9.4,10,9,10,9,9,9,10,9,10,8,noun,yes,no
書物,文章,4.6,3,3,5,9,3,2,4,4,8,6,noun,yes,no
書物,論文,6.2,5,7,6,9,4,4,6,3,7,6,noun,yes,no
書物,文物,6.6,2,6,8,10,7,9,7,6,8,7,noun,yes,no
書籍,文物,7.4,8,5,9,8,7,6,9,9,6,7,noun,yes,no
書籍,論文,4.4,4,2,5,8,3,3,4,2,8,5,noun,yes,no
服,衣,8.4,8,6,10,10,8,8,8,9,8,10,noun,yes,no
服,装束,7.4,8,5,10,8,6,6,6,9,9,9,noun,yes,no
服,着物,5.8,5,4,8,10,2,6,6,4,8,5,noun,yes,no
服,衣服,9,9,9,9,10,8,10,9,9,9,7,noun,yes,no
服,服装,8.2,7,8,8,10,8,10,7,8,9,7,noun,yes,no
服,ドレス,6.6,7,3,6,9,8,8,4,3,7,7,noun,yes,no
服装,衣装,8,8,8,9,9,6,9,9,9,9,10,noun,yes,no
服装,ユニフォーム,7.8,8,5,9,8,9,6,9,8,8,9,noun,yes,no
服装,スタイル,5.6,1,6,4,9,8,3,6,7,6,9,noun,yes,no
服装,制服,7.4,7,7,7,9,7,7,5,5,8,5,noun,yes,no
服装,ファッション,8.2,8,7,9,9,8,8,8,7,9,7,noun,yes,no
服装,衣服,8.8,8,9,8,10,9,9,7,8,9,8,noun,yes,no
服装,コスチューム,7.8,8,7,8,9,7,8,6,5,6,6,noun,yes,no
服装,装束,7.6,8,7,7,10,6,9,7,5,6,6,noun,yes,no
服装,格好,7.4,7,5,9,9,7,9,7,10,7,6,noun,yes,no
本,書籍ソース,4.4,0,4,5,9,4,6,7,2,7,5,noun,no,n/a
本,文書,7.4,9,6,9,8,5,9,6,9,9,8,noun,yes,no
本,資料,6.2,5,5,8,8,5,4,8,8,4,6,noun,yes,no
本,文献,7.2,6,8,10,8,4,7,8,8,6,8,noun,yes,no
本,読み物,7.2,8,6,7,10,5,9,7,6,9,6,noun,yes,no
本,書物,8.2,7,8,7,10,9,7,8,7,9,7,noun,yes,no
本,論文,4.4,3,3,6,8,2,8,6,7,7,6,noun,yes,no
本,書籍,9,7,10,9,10,9,10,9,10,9,7,noun,yes,no
格好,ユニフォーム,6,3,6,9,5,7,3,6,7,7,7,noun,yes,no
格好,コスチューム,6.4,6,2,6,9,9,4,3,6,8,5,noun,yes,no
格好,ファッション,8,8,8,8,9,7,6,7,9,7,4,noun,yes,no
格好,衣装,7.2,7,5,8,9,7,9,5,6,7,6,noun,yes,no
格好,制服,6.4,6,2,8,9,7,6,6,6,7,3,noun,yes,no
業務,職質,4.2,0,0,5,9,7,8,7,1,6,6,noun,no,n/a
業務,職分,7.8,8,5,9,9,8,8,7,8,6,6,noun,yes,no
業種,役回り,7.2,7,7,9,7,6,3,4,8,8,6,noun,yes,no
概略,大要,8.2,8,7,9,9,8,8,8,9,8,6,noun,yes,no
概要,概略,7.2,7,4,9,7,9,8,9,9,10,10,noun,yes,no
概要,大要,7,6,4,8,9,8,7,7,8,9,4,noun,yes,no
概要,主要,5.6,5,1,6,9,7,2,7,6,9,3,noun,yes,no
概要,要点,7,5,7,6,9,8,4,8,6,9,3,noun,yes,no
概要,要旨,7.8,7,5,8,10,9,9,7,9,9,6,noun,yes,no
概要,あらまし,9.2,8,10,9,10,9,9,7,8,8,7,noun,yes,no
構え,体勢,6,6,1,9,7,7,5,6,8,8,3,noun,yes,no
構え,姿勢,6.8,5,4,9,9,7,7,6,9,9,8,noun,yes,no
構え,現状,2.6,0,0,6,4,3,1,2,5,0,0,noun,yes,no
標語,謳い文句,5,8,0,7,5,5,5,5,8,7,9,noun,yes,no
標語,キャチコピー,6.6,1,7,9,10,6,7,8,8,9,2,noun,yes,no
標語,うたい文句,6.4,0,7,8,9,8,6,9,6,9,0,noun,yes,no
標語,キャッチフレーズ,6,0,7,8,9,6,8,8,8,9,5,noun,yes,no
標語,惹句,6.6,8,2,8,9,6,6,7,7,7,3,noun,yes,no
